Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Casey Schmitt","SFG",30,131,121,29,19,6,0,3,14,14,7,0,30,1,1,0,,1,0,0.238959,0.0507984,0.233089,0.217935,0.28445,0.378796,0.290387,0.663247,0.139837,3.8796,0.288464,-0.156546,-0.0411565,12.6138,-2.48417,85.2016,-0.197703,0.972888,-2.457778498530388,1.4395544230937958,0.335883,743.6099853515625,,,,,,,112.9,3.763333333,112.9,3.763333333,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"Ryan Mountcastle","BAL",37,162,149,38,25,7,0,6,19,21,10,0,38,1,1,0,,1,0,0.258662,0.0644938,0.234215,0.275362,0.30822,0.425892,0.319026,0.734113,0.167231,3.36107,0.308039,-0.298246,-0.190791,19.3004,0.627632,106.896,-0.489036,0.16847,0.7839362025260925,-2.927209287881851,0.335536,227.75,,,,,,,175.4,4.74054054,175.4,4.74054054,,,,,,,,,,,,,,,,,,,"Ryan Mountcastle","18373",663624
"Joc Pederson","TEX",29,127,109,25,15,5,1,6,16,16,14,1,29,3,1,0,,1,0,0.231973,0.108942,0.230305,0.473035,0.332102,0.440198,0.337207,0.7723,0.208225,4.06974,0.261581,-0.277896,-0.126852,17.0184,2.33979,117.041,-0.404749,0,2.0680584609508514,-3.1759259700775146,0.323716,311.3399963378906,,,,,,,160.5,5.534482758,160.5,5.534482758,,,,,,,,,,,,,,,,,,,"Joc Pederson","11899",592626
"Jake McCarthy","ARI",25,107,96,25,18,4,1,2,14,10,7,0,18,2,1,1,,6,1,0.258614,0.0698727,0.170829,0.40902,0.323223,0.373921,0.309215,0.697143,0.115307,7.36225,0.303447,0.504366,0.537802,11.8853,-0.421757,94.4396,1.04217,-0.519039,0.3499438166618347,-0.7157982289791107,0.322024,220.74000549316406,,,,,,,115.7,4.628,115.7,4.628,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Christian Vázquez","MIN",40,158,146,34,24,6,0,3,15,15,9,0,32,1,1,1,,1,1,0.232283,0.0566371,0.201138,0.281584,0.277774,0.338415,0.272214,0.616189,0.106131,3.03957,0.27525,-0.736724,-0.262124,12.9429,-5.29342,72.2062,-0.998848,0.738696,-6.0095521211624146,3.821257531642914,0.317808,639.0999755859375,,,,,,,119.1,2.9775,119.1,2.9775,,,,,,,,,,,,,,,,,,,"Christian Vazquez","9774",543877
"Luisangel Acuña","NYM",26,113,104,26,19,5,1,2,14,10,7,0,21,0,1,0,,6,1,0.251819,0.0612216,0.190154,0.321958,0.299492,0.353557,0.289186,0.65305,0.101739,6.46419,0.301295,0.31998,0.455537,10.7539,-2.24715,85.9433,0.775517,-0.0792774,-1.0731085538864136,0.42627816647291183,0.31313,417.0899963378906,,,,,,,110.2,4.238461538,110.2,4.238461538,,,,,,,,,,,,,,,,,,,"Luisangel Acuna","26548",682668
"Tyler Heineman","TOR",22,87,77,17,12,3,0,1,9,8,7,0,20,2,1,1,,1,0,0.219583,0.084523,0.231203,0.365579,0.300182,0.316693,0.279508,0.616875,0.0971102,4.01816,0.277022,-0.127774,0.025694,7.669,-2.41916,77.9761,-0.10208,0.588675,-2.2985291481018066,2.293922185897827,0.301121,747.0800170898438,,,,,,,65.2,2.963636363,65.2,2.963636363,,,,,,,,,,,,,,,,,,,"Tyler Heineman","13897",623168
"Jared Triolo","PIT",35,151,135,32,23,6,1,3,16,14,14,0,37,1,1,0,,3,1,0.23912,0.0911589,0.246114,0.370394,0.313859,0.3523,0.297994,0.666159,0.11318,5.02892,0.309062,-0.039898,0.123219,15.457,-1.94767,85.8026,0.0833212,0.608641,-2.4162260368466377,0.40370287001132965,0.300043,630.4500122070312,,,,,,,143.4,4.097142857,143.4,4.097142857,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Chas McCormick","HOU",24,102,90,21,15,3,0,3,12,11,9,0,27,2,1,0,,3,1,0.237212,0.0844571,0.262444,0.321811,0.312205,0.381492,0.307762,0.693697,0.14428,5.50304,0.300177,-0.0485199,0.0881305,11.2225,-0.520428,97.9452,0.0396106,0.269186,-0.19892406091094017,-0.30118414759635925,0.299102,433.80999755859375,,,,,,,100.4,4.183333333,100.4,4.183333333,,,,,,,,,,,,,,,,,,,"Chas McCormick","19599",676801
"Jordan Walker","STL",54,232,212,52,34,11,1,7,24,25,16,0,56,3,2,0,,3,1,0.244744,0.0706773,0.242721,0.291187,0.304794,0.396431,0.307977,0.701225,0.151687,4.25854,0.301235,-0.222225,-0.217207,25.6911,-1.14978,96.728,-0.439432,-0.878456,-1.3278025388717651,-3.3673447966575623,0.297342,295.69000244140625,,,,,,,242.5,4.49074074,242.5,4.49074074,,,,,,,,,,,,,,,,,,,"Jordan Walker","27475",691023
"Chandler Simpson","TBR",20,87,80,22,18,3,0,0,11,6,5,0,10,0,1,1,,8,2,0.276753,0.061175,0.120407,0.508069,0.321915,0.337806,0.293726,0.65972,0.0610532,7.10598,0.313421,0.694395,0.840364,8.6418,-1.42355,90.6004,1.53476,-0.122524,0.5994585156440735,-0.6410422772169113,0.296596,999,,,,,,,76.5,3.825,76.5,3.825,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
"Jonatan Clase","TOR",30,129,117,27,18,6,0,3,16,12,10,0,37,1,0,0,,8,2,0.226952,0.0807992,0.285241,0.283267,0.292284,0.344661,0.284148,0.636944,0.117709,6.18203,0.307557,0.441036,0.680639,11.7683,-3.08504,81.2234,1.12168,1.06566,-1.6354485750198364,0.16056883335113525,0.290803,709.0700073242188,,,,,,,122.4,4.08,122.4,4.08,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
"James McCann",,21,84,77,18,12,4,0,2,9,9,5,0,21,1,1,0,,1,0,0.236827,0.0585495,0.248885,0.235247,0.292413,0.367398,0.291574,0.659812,0.130571,3.76903,0.294983,-0.20473,-0.0215918,8.18384,-1.51632,82.374,-0.226321,0.383635,-1.9558204412460327,2.0232954025268555,0.290787,744.8300170898438,,,,,,,74.1,3.528571428,74.1,3.528571428,,,,,,,,,,,,,,,,,,,"James McCann","12859",543510
"Austin Slater","CHW",33,142,124,30,21,5,0,3,17,14,15,0,39,2,1,0,,3,1,0.240098,0.103046,0.273809,0.376341,0.327554,0.367096,0.311327,0.69465,0.126998,4.17796,0.318506,0.0777007,-0.00720149,16.0347,-0.321508,98.4052,0.0704992,-0.219996,-0.18736819922924042,-1.7366622388362885,0.28906,747.72998046875,,,,,,,140.6,4.26060606,140.6,4.26060606,,,,,,,,,,,,,,,,,,,"Austin Slater","16153",596103
"Rob Refsnyder","BOS",23,100,88,23,15,5,0,3,12,12,10,0,25,2,1,0,,2,0,0.264036,0.0968579,0.24546,0.394597,0.34572,0.423255,0.338396,0.768975,0.159219,4.55758,0.332268,-0.155677,-0.0578481,13.5481,1.94498,112.121,-0.213525,-0.406587,1.1768595725297928,-1.7643031179904938,0.285848,735.4199829101562,,,,,,,123.3,5.360869565,123.3,5.360869565,,,,,,,,,,,,,,,,,,,"Rob Refsnyder","13770",608701
"Randal Grichuk","ARI",32,140,128,33,20,7,1,5,17,18,9,0,28,1,1,0,,0,0,0.255477,0.0637376,0.199795,0.319015,0.309055,0.433785,0.322713,0.742841,0.178308,3.65467,0.290155,-0.275123,-0.142645,17.08,0.953446,103.672,-0.417768,-0.124587,0.18127325177192688,-2.0397105738520622,0.278663,575.7000122070312,,,,,,,159.8,4.99375,159.8,4.99375,,,,,,,,,,,,,,,,,,,"Randal Grichuk","10243",545341
"Luke Keaschall","MIN",17,73,64,16,11,3,0,2,9,8,7,0,15,2,0,0,,3,1,0.251577,0.0973172,0.205686,0.473134,0.339321,0.384211,0.322331,0.723532,0.132634,4.94915,0.303425,0.0520276,0.140374,8.967,0.479361,107.281,0.192402,-0.0456649,0.8033471703529358,-0.5703562051057816,0.27796,999,,,,,,,83,4.882352941,83,4.882352941,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"David Fry","CLE",32,137,121,30,19,7,0,4,16,17,13,1,32,3,1,0,,1,0,0.250116,0.0913226,0.232836,0.392219,0.331071,0.416232,0.327036,0.747304,0.166116,3.64437,0.302551,-0.166965,-0.0472907,17.3012,1.41437,111.135,-0.214256,0,1.5345792025327682,-3.4373457431793213,0.277238,512.1400146484375,,,,,,,154.8,4.8375,154.8,4.8375,,,,,,,,,,,,,,,,,,,"David Fry","24934",681807
"Willie MacIver","ATH",16,62,55,13,9,2,0,2,7,6,5,0,14,1,0,0,,1,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00976111,6.43099,-0.680935,91.4695,-0.00976111,0,-0.609522064216435,1.2021604776382446,0.274203,999,,,,,,,62.3,3.89375,62.3,3.89375,,,,,,,,,,,,,,,,,,,"Willie MacIver","24641",680862
"Blake Perkins","MIL",21,91,80,18,13,3,0,2,11,9,9,0,23,1,1,0,,4,1,0.228956,0.102106,0.257061,0.397207,0.311124,0.347225,0.294757,0.658349,0.118269,6.14939,0.299253,0.207851,0.275314,9.07662,-1.40811,85.8267,0.483166,0.375408,-1.0200338959693909,0.6994819045066833,0.273419,653.9299926757812,,,,,,,83.1,3.957142857,83.1,3.957142857,,,,,,,,,,,,,,,,,,,"Blake Perkins","19921",663368
"Andruw Monasterio","MIL",25,109,97,22,16,4,0,2,12,11,11,0,27,1,0,0,,3,1,0.229459,0.099127,0.252033,0.393309,0.313473,0.32915,0.291124,0.642623,0.099691,4.49973,0.30197,0.00840287,0.0348828,10.5757,-2.00593,83.3422,0.0432857,0.481334,-2.076751884073019,1.129482388496399,0.269641,750.3099975585938,,,,,,,95.5,3.82,95.5,3.82,,,,,,,,,,,,,,,,,,,"Andruw Monasterio","19455",655316
"Jacob Melton","HOU",21,91,84,18,12,4,0,3,10,9,6,0,24,0,0,0,,4,1,0.218645,0.0667821,0.266265,0.25081,0.272348,0.362578,0.279672,0.634925,0.143933,5.90152,0.272682,0.184935,0.48953,7.98233,-2.5024,78.2856,0.674465,1.55192,-1.5762470364570618,1.1500694155693054,0.26917,999,,,,,,,79.4,3.78095238,79.4,3.78095238,,,,,,,,,,,,,,,,,,,"Jacob Melton","31661",689200
"David Hamilton","BOS",17,72,65,15,10,3,1,2,9,6,6,0,18,0,1,0,,6,1,0.227647,0.0820498,0.248758,0.329838,0.293529,0.366699,0.291658,0.660227,0.139052,8.09131,0.286885,0.524191,0.682477,6.99718,-1.29075,79.4114,1.20667,0.373714,-0.48022496700286865,0.6811210513114929,0.268654,375.3900146484375,,,,,,,78.8,4.635294117,78.8,4.635294117,,,,,,,,,,,,,,,,,,,"David Hamilton","27531",666152
"Michael Massey","KCR",36,156,145,35,22,8,1,5,17,19,8,0,28,2,1,1,,1,0,0.244198,0.0487499,0.181643,0.268383,0.287869,0.40116,0.299658,0.689028,0.156961,4.08982,0.272324,-0.0773914,-0.107421,16.2234,-1.81038,86.3232,-0.184812,-0.00735903,-2.6230908185243607,-0.02032199688255787,0.26446,388.0299987792969,,,,,,,158.8,4.411111111,158.8,4.411111111,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Masataka Yoshida","BOS",35,151,136,38,26,7,0,4,18,19,11,0,19,3,1,0,,1,0,0.279812,0.0754761,0.128331,0.588137,0.344702,0.422691,0.337287,0.767393,0.142878,3.18827,0.300574,-0.573878,-0.126394,20.1887,2.784,111.345,-0.700272,-0.000932721,1.251831591129303,-3.7154388705384918,0.264336,487.239990234375,,,,,,,178.6,5.102857142,178.6,5.102857142,,,,,,,,,,,,,,,,,,,"Masataka Yoshida","31837",807799
"Christian Encarnacion-Strand","CIN",48,207,191,49,30,9,1,9,24,30,12,0,54,3,2,0,,1,0,0.255022,0.055589,0.258997,0.214631,0.303943,0.450759,0.326233,0.754702,0.195737,3.41109,0.30591,-0.354637,-0.247734,25.9007,1.99549,101.189,-0.602371,-0.0324311,-0.3149355947971344,-3.8824310153722763,0.263183,213.66000366210938,,,,,,,246.7,5.139583333,246.7,5.139583333,,,,,,,,,,,,,,,,,,,"Christian Encarnacion-Strand","30011",687952
"Oswald Peraza","NYY",32,140,126,28,19,5,0,4,16,14,10,0,34,2,1,0,,4,1,0.223356,0.0735309,0.243008,0.302587,0.290809,0.356672,0.287771,0.647481,0.133316,4.81922,0.272655,0.087184,0.0647854,13.1813,-2.94521,82.4192,0.151969,-0.0716368,-2.650844171643257,0.5055236741900444,0.259199,733.0800170898438,,,,,,,123.7,3.865625,123.7,3.865625,,,,,,,,,,,,,,,,,,,"Oswald Peraza","22823",672724
"Starling Marte","NYM",37,160,145,37,27,6,1,3,19,17,10,0,33,3,1,1,,7,1,0.256568,0.0631169,0.207706,0.303876,0.316774,0.376727,0.306945,0.693501,0.120159,6.15091,0.309649,0.489196,0.543824,17.531,-0.922117,98.0903,1.03302,-0.0274705,0.6765453219413757,-3.3978408463299274,0.257066,457,,,,,,,163,4.405405405,163,4.405405405,,,,,,,,,,,,,,,,,,,"Starling Marte","9241",516782
"Braxton Fulford","COL",25,100,89,21,14,4,0,3,11,10,8,0,23,1,1,0,,2,1,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.0157882,10.4019,-1.10138,76.7706,-0.0157882,0,-2.718786582350731,1.9444444179534912,0.256061,999,,,,,,,96.4,3.856,96.4,3.856,,,,,,,,,,,,,,,,,,,"Braxton Fulford","29704",690924
"Taylor Walls","TBR",22,94,82,17,11,4,1,2,11,8,11,0,23,0,1,0,,5,1,0.20474,0.113575,0.247844,0.458253,0.296197,0.315427,0.277236,0.611624,0.110686,6.45709,0.263674,0.308437,0.354639,8.11784,-2.78628,79.0592,0.663076,0.106123,-1.5942732095718384,0.8839009255170822,0.252177,699.02001953125,,,,,,,89,4.045454545,89,4.045454545,,,,,,,,,,,,,,,,,,,"Taylor Walls","22458",670764
"Tyler Freeman","COL",53,229,203,54,38,10,2,5,28,23,16,0,32,7,2,1,,7,2,0.266242,0.0692154,0.139444,0.496367,0.337527,0.399423,0.326105,0.73695,0.133181,5.88014,0.29372,0.231694,0.187369,28.6036,2.18208,94.4002,0.419062,-0.321854,-1.0775714814662933,-3.938521057367325,0.251722,603,,,,,,,263.5,4.971698113,263.5,4.971698113,,,,,,,,,,,,,,,,,,,"Tyler Freeman","22532",671289
"Richie Palacios","TBR",19,83,72,18,12,4,0,1,10,8,9,0,15,1,1,0,,3,1,0.242079,0.111915,0.184293,0.607269,0.335091,0.362295,0.312439,0.697386,0.120216,6.18811,0.287341,0.11195,0.293572,9.53054,-0.115415,103.696,0.405522,-0.246173,0.7580099701881409,-1.1924690008163452,0.243233,517.989990234375,,,,,,,82.7,4.352631578,82.7,4.352631578,,,,,,,,,,,,,,,,,,,"Richie Palacios","24589",680700
"Ryan Noda","CHW",37,160,136,27,13,7,0,7,19,17,21,0,56,1,0,0,,1,0,0.195774,0.134333,0.353451,0.380062,0.310249,0.403054,0.316111,0.713303,0.20728,2.49804,0.269002,-0.221947,-0.23886,18.7012,0.248074,101.753,-0.460807,0.0612264,-0.14093318581581116,-2.842477262020111,0.241668,748.8599853515625,,,,,,,169.2,4.572972972,169.2,4.572972972,,,,,,,,,,,,,,,,,,,"Ryan Noda","23312",676116
"Henry Davis","PIT",38,152,134,29,19,6,0,4,16,16,13,1,40,3,1,0,,2,1,0.22004,0.087076,0.265707,0.327715,0.302652,0.354554,0.292812,0.657206,0.134514,3.75201,0.281343,-0.155229,-0.178274,14.944,-2.59088,82.2585,-0.333502,-1.62303,-3.4803866147994995,0.8618439435958862,0.240881,541.4000244140625,,,,,,,132.4,3.484210526,132.4,3.484210526,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"Jose Iglesias","SDP",33,143,134,36,27,7,0,1,15,14,6,0,23,2,1,0,,2,1,0.265309,0.0390708,0.15827,0.246861,0.304814,0.35304,0.291373,0.657854,0.0877314,4.04996,0.308494,-0.289009,-0.0985497,13.9407,-2.61024,87.6043,-0.387558,-0.124964,-2.4628557562828064,0.09802977740764618,0.238458,643.3099975585938,,,,,,,122.3,3.706060606,122.3,3.706060606,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Chase DeLauter","CLE",15,63,58,15,9,4,0,2,8,8,5,0,12,0,0,0,,1,0,0.256951,0.0818808,0.183385,0.446496,0.318907,0.423709,0.32597,0.742616,0.166758,4.0448,0.291037,0,0.111036,7.89541,0.596037,110.389,0.111036,0,0.8607443943619728,-0.6768518686294556,0.237333,999,,,,,,,73.3,4.886666666,73.3,4.886666666,,,,,,,,,,,,,,,,,,,"Chase DeLauter","sa3021053",800050
"Mauricio Dubón","HOU",34,145,136,35,26,7,0,2,16,14,7,0,19,1,1,1,,2,1,0.257688,0.0459839,0.131284,0.350263,0.294769,0.360452,0.28832,0.655221,0.102764,4.43617,0.284115,-0.139864,-0.0994546,13.7754,-3.00013,84.3378,-0.239318,0.232157,-2.8367458283901215,0.2840088829398155,0.236268,457.1700134277344,,,,,,,124.1,3.65,124.1,3.65,,,,,,,,,,,,,,,,,,,"Mauricio Dubon","16530",643289
"Dairon Blanco","KCR",11,47,43,11,7,2,0,1,7,4,3,0,12,1,0,0,,7,1,0.251541,0.0624657,0.244325,0.255666,0.308058,0.38141,0.304097,0.689469,0.129869,8.63557,0.320061,0.4181,0.88601,5.07217,-0.37989,89.4297,1.30411,0.193174,0.7343891263008118,-0.053122296929359436,0.233789,659.2100219726562,,,,,,,56.3,5.118181818,56.3,5.118181818,,,,,,,,,,,,,,,,,,,"Dairon Blanco","19779",680118
"Sam Haggerty","TEX",36,156,140,33,22,6,1,4,17,16,13,0,36,2,1,1,,3,1,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.0247512,16.3071,-1.72665,91.2315,-0.0247512,0,-1.5879839062690735,-1.3611111640930176,0.232696,999,,,,,,,153.4,4.261111111,153.4,4.261111111,,,,,,,,,,,,,,,,,,,"Sam Haggerty","18054",664059
"Enrique Hernández","LAD",32,140,127,29,19,6,0,4,16,17,10,0,28,1,1,0,,0,0,0.23132,0.074069,0.200976,0.368547,0.290465,0.383465,0.296248,0.673931,0.152146,2.86078,0.262221,-0.141307,-0.144054,14.1577,-2.00374,88.9391,-0.28536,0.224097,-2.093603730201721,-0.22420519590377808,0.231951,556.4500122070312,,,,,,,123.4,3.85625,123.4,3.85625,,,,,,,,,,,,,,,,,,,"Enrique Hernandez","10472",571771
"Jonah Bride","MIN",14,59,51,12,8,2,0,1,6,6,6,0,12,1,0,0,,0,0,0.233086,0.109781,0.205765,0.533527,0.331814,0.358544,0.310881,0.690357,0.125457,2.11933,0.279667,-0.172642,-0.108428,6.6357,-0.154412,99.2679,-0.281069,0.777862,-0.33021386340260506,0.5942203998565674,0.230433,460.9800109863281,,,,,,,52.4,3.742857142,52.4,3.742857142,,,,,,,,,,,,,,,,,,,"Jonah Bride","24703",681146
"Rafael Marchán","PHI",18,73,65,15,11,3,0,1,7,7,6,0,13,1,1,0,,0,0,0.229931,0.083601,0.17219,0.485515,0.304998,0.324765,0.284047,0.629763,0.0948333,2.54297,0.268257,-0.152182,-0.108057,6.6777,-1.75802,78.2815,-0.260239,0.488018,-2.1135124266147614,1.913944035768509,0.226047,707.3800048828125,,,,,,,58.1,3.227777777,58.1,3.227777777,,,,,,,,,,,,,,,,,,,"Rafael Marchan","21646",665561
"Johnathan Rodríguez","CLE",10,45,41,9,6,2,0,1,5,5,4,0,14,0,0,0,,0,0,0.234,0.0883462,0.317673,0.278104,0.302479,0.385555,0.304251,0.688034,0.151555,1.7115,0.321189,-0.0481308,-0.0712439,4.79897,-0.353525,95.1891,-0.119375,1.58189,-0.3644253760576248,1.0510305762290955,0.225387,678.4199829101562,,,,,,,36.6,3.66,36.6,3.66,,,,,,,,,,,,,,,,,,,"Johnathan Rodriguez","22530",671286
"Colson Montgomery","CHW",41,178,157,32,21,6,1,4,17,16,15,0,55,3,1,0,,2,0,0.202477,0.0867901,0.309345,0.280561,0.285994,0.328388,0.275835,0.614382,0.125911,4.09672,0.278446,-0.15805,-0.109921,15.0998,-5.45027,73.5655,-0.267971,-0.016793,-5.638278424739838,1.8887626342475414,0.224751,576.3300170898438,,,,,,,140.7,3.431707317,140.7,3.431707317,,,,,,,,,,,,,,,,,,,"Colson Montgomery","sa3017170",695657
"Brady House","WSN",60,261,244,56,37,11,0,7,26,28,13,1,74,3,1,0,,1,0,0.229569,0.0500514,0.281503,0.177801,0.277301,0.366135,0.282629,0.643436,0.136566,2.71769,0.297602,-0.2563,-0.298861,23.6069,-6.58913,78.2751,-0.555161,0.097967,-7.190994739532471,0.8238929286599159,0.221758,999,,,,,,,217.2,3.62,217.2,3.62,,,,,,,,,,,,,,,,,,,"Brady House","29993",691781
"Andrew Knizner","SFG",13,50,45,10,7,2,0,1,5,5,4,0,11,1,0,0,,1,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00789409,5.20093,-0.550691,92.0021,-0.00789409,0,-0.47321733087301254,0.9722222089767456,0.220115,999,,,,,,,43.1,3.315384615,43.1,3.315384615,,,,,,,,,,,,,,,,,,,"Andrew Knizner","19514",668800
"Brendan Rodgers","HOU",21,91,83,20,14,4,0,2,10,10,6,0,22,1,1,0,,0,0,0.243574,0.0664768,0.237324,0.28011,0.29939,0.370163,0.29574,0.669553,0.126589,2.70296,0.302056,-0.136644,-0.109122,9.14792,-1.33681,89.5309,-0.245766,0.0971027,-1.330889731645584,0.4211767613887787,0.218925,561.8900146484375,,,,,,,80.4,3.828571428,80.4,3.828571428,,,,,,,,,,,,,,,,,,,"Brendan Rodgers","17907",663898
"Thomas Saggese","STL",24,105,98,24,16,5,1,3,12,12,5,0,26,1,1,0,,1,0,0.246629,0.0509121,0.246202,0.20679,0.293756,0.392999,0.300237,0.686754,0.14637,4.57498,0.307139,-0.100833,-0.0924449,10.99,-1.17229,91.4341,-0.193278,-0.0219231,-1.2471157014369965,-0.11266387812793255,0.214507,694.5,,,,,,,104.7,4.3625,104.7,4.3625,,,,,,,,,,,,,,,,,,,"Thomas Saggese","27883",695336
"Jesse Winker","NYM",24,105,89,21,14,4,0,3,12,11,14,0,22,2,1,0,,2,0,0.235287,0.129658,0.212944,0.608882,0.344238,0.380397,0.324236,0.724635,0.14511,4.24402,0.282176,-0.359672,-0.046661,13.0095,0.847229,109.917,-0.406333,-0.222244,0.8137051463127136,-2.1796508580446243,0.213867,400.7099914550781,,,,,,,120.2,5.008333333,120.2,5.008333333,,,,,,,,,,,,,,,,,,,"Jesse Winker","13590",608385
"LaMonte Wade Jr.","LAA",28,121,102,23,16,4,0,3,14,12,16,1,26,1,1,1,,1,0,0.229767,0.135381,0.212096,0.638304,0.341425,0.370201,0.318123,0.711627,0.140434,3.22153,0.27539,-0.281813,-0.174081,14.3878,0.383221,101.914,-0.455894,0.0746183,-0.19088205695152283,-1.8011533468961716,0.21169,433.6000061035156,,,,,,,119.5,4.267857142,119.5,4.267857142,,,,,,,,,,,,,,,,,,,"LaMonte Wade Jr.","18126",664774
"Alan Roden","TOR",28,121,108,27,18,6,0,2,14,12,10,0,21,2,1,0,,2,0,0.247589,0.0848093,0.172594,0.49138,0.324921,0.369864,0.309179,0.694785,0.122275,4.64571,0.286145,-0.090477,0.0382185,13.5212,-0.483388,98.7417,-0.0522584,0.201929,-0.2264677919447422,-1.778781235218048,0.210316,999,,,,,,,119.2,4.257142857,119.2,4.257142857,,,,,,,,,,,,,,,,,,,"Alan Roden","31564",702176
"Wilmer Flores","SFG",49,211,189,45,29,8,0,7,23,27,17,0,34,2,2,0,,1,0,0.237644,0.0806645,0.160251,0.503364,0.305781,0.398047,0.309201,0.703828,0.160403,2.44841,0.251504,-0.672787,-0.239664,23.4886,-0.83597,98.0698,-0.912452,0.210376,-1.3873862624168396,-3.445179745554924,0.209447,619.8200073242188,,,,,,,210.9,4.304081632,210.9,4.304081632,,,,,,,,,,,,,,,,,,,"Wilmer Flores","5827",527038
"Gio Urshela","ATH",25,106,99,26,19,5,0,2,10,11,6,0,17,0,1,0,,0,0,0.262126,0.0554633,0.161808,0.342773,0.30398,0.37527,0.29823,0.67925,0.113144,2.87733,0.29846,-0.297918,-0.125732,10.9278,-1.35435,90.0002,-0.42365,-0.174511,-1.6378150284290314,0.0785752385854721,0.205166,522.22998046875,,,,,,,97.9,3.916,97.9,3.916,,,,,,,,,,,,,,,,,,,"Gio Urshela","10681",570482
"Mark Canha","KCR",25,109,94,23,17,5,0,2,12,11,11,0,21,3,1,0,,1,0,0.250265,0.100837,0.190892,0.52824,0.346475,0.367424,0.321191,0.713899,0.117159,3.79741,0.29972,-0.159691,-0.0335877,13.193,0.611347,101.393,-0.193279,-0.252014,-0.02000361680984497,-1.626088172197342,0.205097,613.0499877929688,,,,,,,112,4.48,112,4.48,,,,,,,,,,,,,,,,,,,"Mark Canha","11445",592192
"Amed Rosario","WSN",21,91,86,23,17,4,1,1,10,9,4,0,17,1,1,0,,3,1,0.262765,0.0397517,0.183374,0.21678,0.295353,0.371286,0.292361,0.666639,0.108521,5.85563,0.310169,0.113146,0.128478,8.90284,-1.58189,84.9318,0.241624,0.0603852,-1.356481209397316,0.3326074331998825,0.200335,571.9000244140625,,,,,,,87.4,4.161904761,87.4,4.161904761,,,,,,,,,,,,,,,,,,,"Amed Rosario","15518",642708
"Justin Turner","CHC",43,187,165,41,29,8,0,4,22,21,18,0,34,3,2,0,,1,0,0.248975,0.0953112,0.183259,0.520089,0.330386,0.366621,0.311564,0.697007,0.117646,2.36102,0.289989,-0.843657,-0.329036,21.2536,-0.389911,100.271,-1.17269,0.131848,-1.113360058516264,-3.1868246495723724,0.186333,537.5399780273438,,,,,,,190.3,4.425581395,190.3,4.425581395,,,,,,,,,,,,,,,,,,,"Justin Turner","5235",457759
"Romy Gonzalez","BOS",32,140,129,32,21,7,1,4,17,17,8,0,39,1,1,0,,6,2,0.251049,0.0571522,0.277737,0.205778,0.297353,0.401521,0.304937,0.698874,0.150473,6.37953,0.327108,0.214666,0.377292,15.1293,-1.03219,88.7046,0.591958,0.426945,-1.212702989578247,-1.6608641147613525,0.18457,672.9099731445312,,,,,,,146.6,4.58125,146.6,4.58125,,,,,,,,,,,,,,,,,,,"Romy Gonzalez","21562",663853
"Eli White","ATL",15,67,60,14,10,3,0,1,8,6,5,0,18,1,0,0,,3,1,0.239257,0.0782145,0.275906,0.283483,0.310178,0.370254,0.302433,0.680432,0.130996,6.73668,0.318592,0.0980175,0.223563,7.10123,-0.627517,90.2474,0.321581,0.138903,-0.4408787786960602,0.006187379360198975,0.180933,750.8099975585938,,,,,,,57.4,3.826666666,57.4,3.826666666,,,,,,,,,,,,,,,,,,,"Eli White","19346",642201
