Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alex Cobb","DET",2,2,3,3.84924,6,6,0,0,,32,133,31,15,14,3,9,,1,26,7.30981,2.54397,2.87339,0.862146,0.192706,0.0670657,0.1256401687860489,0.253743,1.27213,0.298739,0.709342,,,3.63733,0.504806,0.413124,620.6199951171875,,,,,,,141.3,4.415625,143,4.46875,,,,,,,,,,,,,,,,,,,"Alex Cobb","6562",502171
"Carson Whisenhunt","SFG",2,3,3,3.99183,17,8,0,0,,47,202,44,23,21,5,17,,2,45,8.53891,3.29407,2.5922,0.994978,0.223176,0.0860951,0.13708098232746124,0.242337,1.29677,0.294886,0.713369,,,3.84166,0.499698,0.488059,999,,,,,,,204.9,4.359574468085106,203,4.319148936170213,,,,,,,,,,,,,,,,,,,"Carson Whisenhunt","sa3020529",687931
"Pete Fairbanks","TBR",2,2,0,3.48536,32,0,15,2,,32,134,27,14,12,3,13,,1,35,9.86735,3.52738,2.79736,0.893115,0.26314,0.0940673,0.169072687625885,0.221351,1.21917,0.286433,0.738941,,,3.45573,0.493106,0.257563,151.47999572753906,,,,,,,240.7,7.521875,232,7.25,,,,,,,,,,,,,,,,,,,"Pete Fairbanks","17998",664126
"Simeon Woods Richardson","MIN",2,2,4,4.58831,9,9,0,0,,48,207,47,27,25,7,18,,1,42,7.84113,3.36237,2.33202,1.2877,0.202547,0.0868546,0.11569245159626007,0.251783,1.35485,0.29074,0.693528,,,4.40073,0.47929,0.170617,476.45001220703125,,,,,,,173.90000000000003,3.6229166666666672,176,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Simeon Woods Richardson","24494",680573
"Aaron Bummer","ATL",2,2,0,3.45978,32,0,2,6,,32,136,29,13,12,2,13,,1,36,10.2775,3.62004,2.83905,0.481835,0.268359,0.0945241,0.17383445799350739,0.235489,1.29858,0.32281,0.719772,,,2.82955,0.472766,0.372886,744.719970703125,,,,,,,200.80000000000004,6.275000000000001,198,6.1875,,,,,,,,,,,,,,,,,,,"Aaron Bummer","16258",607481
"Michael Lorenzen","KCR",4,5,5,4.50124,28,12,0,0,,80,348,78,44,40,11,33,,3,62,6.99031,3.72715,1.87551,1.2012,0.179108,0.0954981,0.0836094319820404,0.250969,1.38915,0.282889,0.703255,,,4.60678,0.469032,0.476404,539.6599731445312,,,,,,,269.9,3.37375,273,3.4125,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Griffin Canning","NYM",4,4,5,4.43413,17,12,0,0,,69,296,67,37,34,10,25,,2,62,8.11628,3.29955,2.45981,1.36323,0.210421,0.0855435,0.12487739324569702,0.250784,1.34074,0.290584,0.713414,,,4.44044,0.466362,0.375591,455.0400085449219,,,,,,,256.40000000000003,3.715942028985508,258,3.739130434782609,,,,,,,,,,,,,,,,,,,"Griffin Canning","19867",656288
"Adrian Morejon","SDP",2,2,0,3.54798,34,0,1,7,,34,140,31,14,13,3,11,,1,34,9.09771,2.87017,3.16974,0.89595,0.242295,0.07644,0.1658550500869751,0.239124,1.23345,0.300277,0.735732,,,3.38548,0.463585,0.441787,667.3300170898438,,,,,,,199.10000000000005,5.855882352941178,196,5.764705882352941,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Jon Gray","TEX",3,3,3,4.31255,20,7,0,0,,50,211,48,26,24,7,16,,2,44,7.95783,2.86356,2.779,1.26626,0.208877,0.0751626,0.1337144896388054,0.249547,1.28583,0.289882,0.702565,,,4.19769,0.461872,0.237099,584.6599731445312,,,,,,,193.09999999999997,3.861999999999999,193,3.86,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"David Bednar","PIT",2,3,0,3.94364,33,0,14,2,,33,138,29,16,14,4,12,,1,34,9.44063,3.38715,2.78719,0.978454,0.248464,0.0891451,0.1593189612030983,0.234352,1.26723,0.295849,0.709351,,,3.647,0.460078,0.234264,145.8800048828125,,,,,,,226.60000000000005,6.866666666666668,220,6.666666666666667,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Michael McGreevy","STL",3,3,3,3.93507,22,6,0,0,,50,211,51,24,22,5,13,,2,37,6.70944,2.2898,2.93014,0.93814,0.176622,0.0602776,0.11634417250752449,0.260333,1.27863,0.298257,0.709262,,,3.79468,0.457271,0.403001,452.6199951171875,,,,,,,204.9,4.098,214,4.28,,,,,,,,,,,,,,,,,,,"Michael McGreevy","29869",700241
"Davis Martin","CHW",2,3,4,4.6089,10,10,0,0,,53,230,54,30,27,8,19,,3,43,7.24254,3.24152,2.2343,1.31381,0.185559,0.0830502,0.10250889509916306,0.25755,1.36962,0.290855,0.697696,,,4.61086,0.453708,0.203925,601.75,,,,,,,173.40000000000006,3.2716981132075484,181,3.4150943396226414,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Spencer Arrighetti","HOU",3,3,4,4.44095,8,8,0,0,,46,195,41,25,23,7,19,,2,48,9.37649,3.8102,2.46089,1.31031,0.244033,0.0991644,0.1448681652545929,0.233772,1.31118,0.284337,0.699715,,,4.29389,0.45187,0.229608,200.63999938964844,,,,,,,180.70000000000007,3.928260869565219,172,3.739130434782609,,,,,,,,,,,,,,,,,,,"Spencer Arrighetti","29921",681293
"Jason Adam","SDP",2,1,0,3.0956,35,0,1,8,,35,141,26,13,12,4,12,,2,40,10.4934,3.07988,3.40708,0.93058,0.286958,0.084224,0.20273353904485703,0.202488,1.08122,0.267029,0.755347,,,3.32329,0.451255,0.567169,341.82000732421875,,,,,,,217.20000000000002,6.205714285714286,198,5.6571428571428575,,,,,,,,,,,,,,,,,,,"Jason Adam","11861",592094
"Abner Uribe","MIL",2,1,0,3.48016,32,0,3,5,,32,139,26,14,12,2,19,,1,38,10.6126,5.21749,2.03403,0.678103,0.272794,0.134115,0.13867928087711334,0.215295,1.37812,0.294657,0.752619,,,3.53432,0.444756,0.378916,628.8300170898438,,,,,,,195.60000000000005,6.112500000000002,185,5.78125,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Jeremiah Estrada","SDP",2,2,0,3.25028,33,0,1,7,,33,133,24,13,12,4,13,,1,45,12.4839,3.64399,3.42588,1.01041,0.338642,0.0988483,0.23979374021291733,0.205112,1.15578,0.29545,0.764301,,,3.06142,0.443591,0.356495,417.7699890136719,,,,,,,213.60000000000005,6.472727272727274,194,5.878787878787879,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Mike Burrows","PIT",3,2,2,4.32904,19,6,0,0,,48,208,46,25,23,6,20,,2,44,8.28533,3.65254,2.26838,1.17924,0.213337,0.0940483,0.11928875744342804,0.248327,1.3672,0.294472,0.713292,,,4.26433,0.440599,0.376845,750.719970703125,,,,,,,183.80000000000004,3.8291666666666675,184,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Mike Burrows","24728",681347
"Patrick Corbin","TEX",3,5,5,5.00887,13,13,0,0,,68,296,75,41,38,11,22,,2,52,6.82493,2.85314,2.39207,1.45057,0.173843,0.0726746,0.10116835683584213,0.275811,1.4253,0.30564,0.683834,,,4.68081,0.438886,-0.00054611,739.8800048828125,,,,,,,204.90000000000003,3.0132352941176475,229,3.3676470588235294,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Garrett Whitlock","BOS",2,2,0,3.68061,33,0,1,7,,33,138,31,15,14,4,8,,1,34,9.14642,2.22883,4.1037,1.03547,0.246082,0.0599659,0.1861160211265087,0.242395,1.17867,0.30114,0.721455,,,3.40046,0.438714,0.367873,541.22998046875,,,,,,,188.40000000000006,5.709090909090911,187,5.666666666666667,,,,,,,,,,,,,,,,,,,"Garrett Whitlock","20191",676477
"Dylan Lee","ATL",2,1,0,3.3007,33,0,2,6,,33,137,29,13,12,4,10,,1,38,10.1448,2.62227,3.8687,1.11903,0.275256,0.0711495,0.2041066586971283,0.229203,1.15792,0.293459,0.771751,,,3.3756,0.438394,0.616698,737.219970703125,,,,,,,196.60000000000005,5.957575757575759,190,5.757575757575758,,,,,,,,,,,,,,,,,,,"Dylan Lee","19996",669276
"Kyle Harrison","BOS",2,3,2,3.99271,20,6,0,0,,44,187,40,21,20,6,16,,2,46,9.3146,3.34638,2.78349,1.15504,0.244403,0.0878045,0.15659809857606888,0.236066,1.27122,0.291334,0.722836,,,3.94313,0.436959,0.490144,453.6499938964844,,,,,,,185.8,4.222727272727273,180,4.090909090909091,,,,,,,,,,,,,,,,,,,"Kyle Harrison","27758",690986
"Camilo Doval","SFG",2,2,0,3.5256,33,0,15,2,,33,139,27,14,13,2,15,,2,37,10.1627,4.14827,2.44986,0.637092,0.26617,0.108647,0.15752270817756653,0.219227,1.27816,0.295292,0.722919,,,3.27613,0.434826,0.436732,381.8999938964844,,,,,,,255.40000000000003,7.73939393939394,245,7.424242424242424,,,,,,,,,,,,,,,,,,,"Camilo Doval","21992",666808
"Kirby Yates","LAD",3,1,0,3.23819,31,0,3,7,,31,129,22,12,11,3,14,,2,40,11.6528,4.16867,2.79534,0.98133,0.312505,0.111795,0.2007097452878952,0.197919,1.18125,0.27381,0.768194,,,3.44393,0.434777,0.557345,235.38999938964844,,,,,,,210.3,6.783870967741936,191,6.161290322580645,,,,,,,,,,,,,,,,,,,"Kirby Yates","9073",489446
"Kyle Hendricks","LAA",3,5,5,5.05053,14,14,0,0,,73,314,78,44,41,12,22,,3,48,5.96604,2.69973,2.20987,1.51665,0.153572,0.0694937,0.0840780958533287,0.268616,1.36873,0.286032,0.669807,,,4.94883,0.433272,0.0729454,666.8300170898438,,,,,,,210.8,2.8876712328767127,230,3.1506849315068495,,,,,,,,,,,,,,,,,,,"Kyle Hendricks","12049",543294
"Ryan Walker","SFG",2,2,0,3.08837,32,0,2,7,,32,130,26,12,11,2,10,,2,37,10.4976,2.77336,3.78515,0.710456,0.284561,0.0751784,0.20938287675380707,0.219479,1.12638,0.297774,0.741623,,,2.87667,0.431435,0.435392,75.5999984741211,,,,,,,220.60000000000005,6.893750000000002,210,6.5625,,,,,,,,,,,,,,,,,,,"Ryan Walker","20423",676254
"Charlie Morton","BAL",4,5,5,4.5156,18,12,0,0,,74,321,70,40,37,11,32,,6,74,9.08894,3.97322,2.28755,1.28985,0.230911,0.100943,0.12996862083673477,0.24538,1.38771,0.297046,0.709606,,,4.46567,0.41751,0.227414,387.1400146484375,,,,,,,264.3,3.5716216216216217,261,3.527027027027027,,,,,,,,,,,,,,,,,,,"Charlie Morton","4676",450203
"Spencer Turnbull","TOR",3,3,3,4.06236,27,7,0,0,,56,240,52,27,25,7,21,,3,53,8.4899,3.38676,2.50679,1.07742,0.220609,0.0880047,0.13260455429553986,0.241662,1.30365,0.29111,0.715659,,,4.05621,0.415253,0.425215,720.97998046875,,,,,,,227.10000000000008,4.055357142857145,223,3.982142857142857,,,,,,,,,,,,,,,,,,,"Spencer Turnbull","16207",605513
"Ryan Gusto","HOU",3,3,3,4.4412,27,8,0,0,,66,281,64,35,32,9,23,,3,58,7.8953,3.14899,2.50725,1.27306,0.204831,0.0816956,0.12313564121723175,0.252172,1.33116,0.292358,0.701405,,,4.32966,0.412752,0.25079,750.3699951171875,,,,,,,249.3000000000001,3.7772727272727287,251,3.803030303030303,,,,,,,,,,,,,,,,,,,"Ryan Gusto","26440",687473
"Fernando Cruz","NYY",2,2,0,3.5548,32,0,1,7,,32,133,24,14,13,4,14,,1,45,12.6575,4.02008,3.14856,1.07086,0.338518,0.107515,0.23100289702415466,0.206194,1.20256,0.297545,0.74638,,,3.27064,0.409828,0.216912,728.9600219726562,,,,,,,203.20000000000002,6.3500000000000005,186,5.8125,,,,,,,,,,,,,,,,,,,"Fernando Cruz","7048",518585
"Colton Gordon","HOU",2,3,4,4.2076,25,10,0,0,,55,233,53,28,26,8,18,,2,49,8.08285,2.94794,2.74186,1.28298,0.211817,0.0772531,0.1345640793442726,0.248159,1.28805,0.289042,0.716493,,,4.236,0.398846,0.374927,999,,,,,,,208.8,3.7963636363636364,209,3.8,,,,,,,,,,,,,,,,,,,"Colton Gordon","31312",676467
"Cole Sands","MIN",3,1,0,3.75688,33,0,2,8,,33,138,29,15,14,4,10,,2,35,9.55001,2.83637,3.36698,1.0021,0.254636,0.0756273,0.1790086105465889,0.233357,1.20128,0.295172,0.715088,,,3.50544,0.397075,0.194237,677.9600219726562,,,,,,,195.60000000000005,5.927272727272729,189,5.7272727272727275,,,,,,,,,,,,,,,,,,,"Cole Sands","21461",663485
"Robert Suarez","SDP",2,2,0,3.59813,34,0,16,2,,34,141,29,15,14,4,11,,1,34,8.94866,2.95598,3.02731,1.07125,0.240853,0.07956,0.1612928956747055,0.227246,1.18426,0.277749,0.736722,,,3.71596,0.396864,0.314307,103.19000244140625,,,,,,,247.00000000000003,7.264705882352942,238,7,,,,,,,,,,,,,,,,,,,"Robert Suarez","30115",663158
"Antonio Senzatela","COL",3,6,4,5.33751,19,13,0,0,,74,328,90,47,44,11,21,,2,43,5.28752,2.56922,2.05803,1.39206,0.131955,0.0641171,0.06783770024776459,0.295902,1.50841,0.315053,0.668633,,,4.86446,0.390458,0.275358,735.7000122070312,,,,,,,195.3,2.639189189189189,244,3.2972972972972974,,,,,,,,,,,,,,,,,,,"Antonio Senzatela","15488",622608
"Yimi García","TOR",2,2,0,3.62987,28,0,1,6,,28,114,23,12,11,3,9,,1,32,10.3505,2.78265,3.71967,1.12525,0.280824,0.0754969,0.20532673597335815,0.221452,1.13652,0.285389,0.726099,,,3.47393,0.389918,0.295301,550.469970703125,,,,,,,173.50000000000006,6.196428571428574,164,5.857142857142857,,,,,,,,,,,,,,,,,,,"Yimi Garcia","12095",554340
"Mark Leiter Jr.","NYY",2,2,0,3.8155,33,0,1,8,,33,137,27,15,14,4,12,,2,40,11.1407,3.41176,3.26539,1.16608,0.294881,0.090305,0.20457572489976883,0.224219,1.22014,0.298491,0.731007,,,3.61957,0.381898,0.206931,749.6300048828125,,,,,,,199.80000000000007,6.0545454545454565,188,5.696969696969697,,,,,,,,,,,,,,,,,,,"Mark Leiter Jr.","15551",643410
"Cade Horton","CHC",3,3,4,4.44709,10,10,0,0,,48,206,45,26,24,7,18,,2,44,8.21573,3.39937,2.41684,1.29138,0.214165,0.0886139,0.12555140256881714,0.244039,1.31711,0.284963,0.698802,,,4.34926,0.380725,0.273417,999,,,,,,,180.10000000000002,3.7520833333333337,177,3.6875,,,,,,,,,,,,,,,,,,,"Cade Horton","31872",690990
"Jose A. Ferrer","WSN",2,1,0,3.79716,32,0,1,7,,32,136,31,15,14,3,10,,2,28,7.8249,2.83583,2.7593,0.754141,0.205405,0.074441,0.13096433877944946,0.248505,1.27673,0.300995,0.705643,,,3.5103,0.379724,0.217135,651.9000244140625,,,,,,,172.3,5.384375,174,5.4375,,,,,,,,,,,,,,,,,,,"Jose A. Ferrer","24017",678606
"Reid Detmers","LAA",2,3,1,4.18161,34,2,2,8,,41,174,37,21,19,6,15,,2,47,10.1718,3.27675,3.10424,1.26749,0.268264,0.0864186,0.18184566497802734,0.234868,1.25735,0.297143,0.709617,,,3.87035,0.369314,0.101225,391.6099853515625,,,,,,,218.40000000000003,5.326829268292684,212,5.170731707317073,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Reed Garrett","NYM",3,2,0,3.70771,34,0,1,8,,34,146,30,15,14,4,16,,1,40,10.539,4.17252,2.52581,0.99439,0.27364,0.108337,0.16530218720436096,0.229558,1.33066,0.303163,0.750754,,,3.67188,0.365755,0.293992,744.1500244140625,,,,,,,190.40000000000003,5.600000000000001,184,5.411764705882353,,,,,,,,,,,,,,,,,,,"Reed Garrett","16866",657585
"Jack Kochanowicz","LAA",3,5,4,4.77872,15,11,0,0,,67,292,73,39,36,10,19,,5,37,5.01436,2.49433,2.0103,1.2798,0.128112,0.0637277,0.06438431143760681,0.273147,1.37071,0.287924,0.677321,,,4.84108,0.36424,0.250229,664.3900146484375,,,,,,,184.99999999999994,2.7611940298507456,207,3.08955223880597,,,,,,,,,,,,,,,,,,,"Jack Kochanowicz","27688",686799
"Cade Povich","BAL",3,3,4,4.52401,9,9,0,0,,49,209,46,27,24,7,19,,2,44,8.08362,3.45249,2.34139,1.3785,0.209748,0.0895828,0.120165154337883,0.246796,1.33711,0.284597,0.704327,,,4.52153,0.362889,0.177975,438.20001220703125,,,,,,,181.9,3.712244897959184,179,3.6530612244897958,,,,,,,,,,,,,,,,,,,"Cade Povich","30055",700249
"Jonathan Cannon","CHW",2,4,3,4.80997,14,9,0,0,,57,246,58,33,30,9,21,,2,42,6.70989,3.27724,2.04742,1.36296,0.17162,0.0838224,0.08779715746641159,0.261364,1.39383,0.288641,0.687855,,,4.7617,0.362698,0.0681279,688.1699829101562,,,,,,,175.3,3.075438596491228,183,3.210526315789474,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Alex Vesia","LAD",2,2,0,3.41185,33,0,1,8,,33,138,26,14,13,4,15,,1,43,11.5455,3.93625,2.93312,1.14165,0.308861,0.105301,0.2035595029592514,0.208731,1.205,0.282539,0.771785,,,3.58144,0.36196,0.279264,586.8200073242188,,,,,,,202.40000000000006,6.1333333333333355,188,5.696969696969697,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Keegan Akin","BAL",2,1,0,3.55115,33,0,1,7,,33,134,28,14,13,4,10,,1,36,10.0611,2.77394,3.62701,1.11783,0.272132,0.0750291,0.19710253179073334,0.228322,1.16922,0.291351,0.743806,,,3.46031,0.353214,0.230946,690.469970703125,,,,,,,194.20000000000005,5.8848484848484865,185,5.606060606060606,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Logan Allen","CLE",4,4,6,4.63402,13,13,0,0,,70,306,71,39,36,11,28,,2,57,7.32834,3.60797,2.03115,1.40708,0.186719,0.0919276,0.09479130059480667,0.258835,1.41713,0.290937,0.715599,,,4.77849,0.352809,0.26443,625.010009765625,,,,,,,222.1,3.1728571428571426,231,3.3,,,,,,,,,,,,,,,,,,,"Logan Allen","27589",671106
"Carlos Estévez","KCR",2,2,0,3.86246,33,0,13,2,,33,140,29,15,14,4,12,,1,32,8.74694,3.25324,2.68869,1.06771,0.231011,0.0859197,0.145091712474823,0.233836,1.25039,0.284139,0.722962,,,3.88603,0.35237,0.36969,182.1300048828125,,,,,,,217.60000000000005,6.5939393939393955,211,6.393939393939394,,,,,,,,,,,,,,,,,,,"Carlos Estevez","14542",608032
"Porter Hodge","CHC",2,2,0,3.68317,32,0,6,5,,32,136,26,14,13,3,15,,2,36,10.0357,4.32836,2.31859,0.767649,0.26178,0.112905,0.148874931037426,0.219401,1.29876,0.289861,0.724073,,,3.54536,0.349533,0.316146,281.7099914550781,,,,,,,203.29999999999998,6.3531249999999995,192,6,,,,,,,,,,,,,,,,,,,"Porter Hodge","26413",687863
"Trevor Williams","WSN",3,4,3,4.50705,27,9,0,0,,65,280,68,36,33,10,21,,2,52,7.20784,2.82765,2.54906,1.37852,0.186622,0.0732122,0.11340980231761932,0.262672,1.35087,0.295229,0.709711,,,4.49428,0.348133,0.229701,505.3800048828125,,,,,,,216.2,3.326153846153846,230,3.5384615384615383,,,,,,,,,,,,,,,,,,,"Trevor Williams","16977",592866
"Luke Weaver","NYY",2,2,0,3.87106,34,0,11,4,,34,139,29,16,14,5,11,,1,36,9.72274,2.85162,3.40956,1.26303,0.261071,0.0765703,0.18450036644935608,0.230026,1.18611,0.284921,0.726115,,,3.81134,0.346104,0.192915,374.45001220703125,,,,,,,221.70000000000002,6.5205882352941185,212,6.235294117647059,,,,,,,,,,,,,,,,,,,"Luke Weaver","16918",596133
"Bryan King","HOU",1,1,0,3.46534,33,0,1,8,,33,138,28,14,13,3,13,,2,35,9.53024,3.44837,2.76369,0.89593,0.250834,0.0907605,0.16007379442453384,0.229608,1.25045,0.293165,0.748756,,,3.57976,0.34389,0.306257,999,,,,,,,196.50000000000006,5.954545454545456,188,5.696969696969697,,,,,,,,,,,,,,,,,,,"Bryan King","25890",687911
"Randy Vásquez","SDP",3,5,5,4.75239,17,13,0,0,,69,306,73,40,37,10,27,,4,47,6.15143,3.49664,1.75924,1.24956,0.154865,0.0880295,0.06683527678251266,0.265964,1.4429,0.291384,0.695973,,,4.85585,0.342406,0.141744,695.4099731445312,,,,,,,198.8,2.881159420289855,216,3.130434782608696,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Gabe Speier","SEA",1,2,0,3.66049,32,0,1,8,,32,134,28,14,13,3,11,,2,36,9.96082,2.98324,3.33892,0.959168,0.266646,0.0798597,0.18678592890501022,0.227673,1.18931,0.294093,0.718409,,,3.3911,0.3362,0.15211,999,,,,,,,197.09999999999997,6.159374999999999,191,5.96875,,,,,,,,,,,,,,,,,,,"Gabe Speier","17170",642100
"Ryan Weathers","MIA",2,3,3,4.23466,10,7,0,0,,40,172,39,21,19,6,14,,2,36,8.01396,3.18322,2.51756,1.25525,0.20796,0.0826038,0.1253562495112419,0.249311,1.32161,0.290432,0.719296,,,4.30115,0.33363,0.405192,367.19000244140625,,,,,,,144.79999999999998,3.6199999999999997,146,3.65,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Joe Boyle","TBR",2,3,2,4.23533,20,5,0,0,,42,186,33,22,20,4,28,,2,50,10.7293,5.88701,1.82255,0.929359,0.270927,0.148653,0.12227417528629303,0.211329,1.43387,0.282538,0.715391,,,4.16026,0.328571,0.219421,572.7999877929688,,,,,,,185.8,4.423809523809524,168,4,,,,,,,,,,,,,,,,,,,"Joe Boyle","29608",671212
"Tomoyuki Sugano","BAL",5,5,7,4.45357,15,15,0,0,,87,367,90,47,43,15,20,,4,58,6.04345,2.0926,2.88801,1.52897,0.159095,0.0550881,0.1040068194270134,0.261659,1.26378,0.277875,0.707555,,,4.77452,0.327627,0.411889,322.70001220703125,,,,,,,269.30000000000007,3.0954022988505754,284,3.264367816091954,,,,,,,,,,,,,,,,,,,"Tomoyuki Sugano","35321",608372
"Tyler Holton","DET",2,1,0,3.37065,33,0,1,8,,33,136,29,14,12,3,8,,1,29,7.85071,2.2467,3.49434,0.938126,0.214193,0.0612972,0.1528957299888134,0.231162,1.12456,0.274425,0.733146,,,3.54383,0.321369,0.312564,448.07000732421875,,,,,,,199.90000000000006,6.057575757575759,194,5.878787878787879,,,,,,,,,,,,,,,,,,,"Tyler Holton","26231",663947
"Kenley Jansen","LAA",2,2,0,3.9759,31,0,15,1,,31,131,26,15,14,5,12,,1,36,10.1695,3.30383,3.07811,1.30814,0.272099,0.0883983,0.18370120227336884,0.22412,1.20767,0.28087,0.724461,,,3.90665,0.31911,0.151057,142.47000122070312,,,,,,,212.29999999999998,6.848387096774193,202,6.516129032258065,,,,,,,,,,,,,,,,,,,"Kenley Jansen","3096",445276
"Trevor Rogers","BAL",2,3,2,4.24504,19,5,0,0,,42,184,42,22,20,5,16,,2,38,8.15423,3.46962,2.35018,1.06193,0.208968,0.0889159,0.12005255371332169,0.254349,1.37814,0.303841,0.713512,,,4.09172,0.318838,0.186105,726.5700073242188,,,,,,,162.10000000000002,3.85952380952381,167,3.9761904761904763,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Didier Fuentes","ATL",0,0,3,4.02926,15,7,0,0,,35,152,33,17,16,5,13,,1,33,8.39812,3.19343,2.62981,1.1579,0.217583,0.082737,0.13484564423561096,0.238156,1.28171,0.282046,0.724606,,,4.067,0.315872,0.436031,999,,,,,,,135.7,3.877142857142857,134,3.8285714285714287,,,,,,,,,,,,,,,,,,,"Didier Fuentes","30661",800311
"J.T. Ginn","ATH",2,3,2,4.4838,22,6,0,0,,47,205,48,26,24,6,17,,3,39,7.35984,3.15115,2.3356,1.14987,0.188625,0.0807607,0.10786430537700653,0.259194,1.36828,0.298525,0.695098,,,4.31771,0.312167,0.127652,747.030029296875,,,,,,,167.2,3.557446808510638,175,3.723404255319149,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Austin Gomber","COL",3,5,5,5.27249,13,13,0,0,,70,307,80,45,41,13,20,,2,49,6.26197,2.60399,2.40476,1.65167,0.159777,0.0664422,0.09333525598049164,0.279921,1.42055,0.299723,0.673565,,,5.00513,0.312024,0.329581,746.3800048828125,,,,,,,182.10000000000002,2.601428571428572,213,3.0428571428571427,,,,,,,,,,,,,,,,,,,"Austin Gomber","16561",596295
"Grant Taylor","CHW",0,0,0,4.17689,33,1,10,3,,36,158,33,18,16,4,15,,2,35,8.84889,3.73643,2.36827,1.02964,0.221232,0.0934149,0.1278173327445984,0.232744,1.341,0.281717,0.698905,,,3.99045,0.311747,-0.128159,999,,,,,,,212.40000000000003,5.900000000000001,209,5.805555555555555,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
"Brandon Eisert","CHW",2,2,0,4.03526,32,0,2,7,,32,134,31,15,14,4,11,,1,31,8.80263,3.04082,2.89482,1.05438,0.230032,0.0794632,0.1505686491727829,0.249796,1.30682,0.305991,0.717068,,,3.75633,0.302137,0.152575,999,,,,,,,171.00000000000003,5.343750000000001,172,5.375,,,,,,,,,,,,,,,,,,,"Brandon Eisert","27668",685126
"Nestor Cortes","MIL",2,2,1,3.95747,18,3,0,0,,33,137,30,16,15,5,9,,1,32,8.80073,2.50723,3.51014,1.38113,0.237068,0.0675381,0.16953031718730927,0.237039,1.18314,0.279765,0.728271,,,4.03612,0.301771,0.279101,261.0199890136719,,,,,,,138.70000000000005,4.203030303030304,134,4.0606060606060606,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Tim Herrin","CLE",2,2,0,3.41867,33,0,1,8,,33,138,27,14,13,3,13,,2,35,9.6278,3.61365,2.66429,0.750524,0.254993,0.0957077,0.1592850387096405,0.221789,1.23086,0.288437,0.734197,,,3.38291,0.300024,0.251648,750.2999877929688,,,,,,,199.10000000000008,6.033333333333336,188,5.696969696969697,,,,,,,,,,,,,,,,,,,"Tim Herrin","25139",682120
"Pierce Johnson","ATL",2,2,0,3.66275,32,0,2,7,,32,137,28,14,13,4,14,,1,39,10.8147,3.8124,2.8367,1.00892,0.283414,0.0999094,0.1835041120648384,0.230614,1.29584,0.307933,0.74939,,,3.49752,0.296073,0.332679,692.2999877929688,,,,,,,185.8,5.80625,179,5.59375,,,,,,,,,,,,,,,,,,,"Pierce Johnson","13435",572955
"Brandon Walter","HOU",0,0,2,4.0596,19,6,0,0,,37,160,34,18,17,5,14,,2,35,8.49075,3.30501,2.56905,1.13155,0.218354,0.084994,0.13336003571748734,0.237025,1.29389,0.281978,0.719027,,,4.05127,0.295352,0.300973,999,,,,,,,145.9,3.9432432432432436,142,3.8378378378378377,,,,,,,,,,,,,,,,,,,"Brandon Walter","26056",687888
"Randy Rodríguez","SFG",2,2,0,3.91091,33,0,2,7,,33,142,30,16,14,3,14,,2,34,9.3129,3.67808,2.532,0.874649,0.24254,0.0957897,0.14674998819828033,0.234991,1.30255,0.298173,0.711722,,,3.652,0.294559,0.107307,999,,,,,,,187.30000000000007,5.6757575757575776,184,5.575757575757576,,,,,,,,,,,,,,,,,,,"Randy Rodriguez","23974",678495
