name,position,eligible_positions,team,player_id,fangraphs_id,mlbamid,is_free_agent,r,hr,tb,sbn,avg,ops,h,ab,pa,g,avg_diff,ops_diff,r_z,hr_z,tb_z,sbn_z,avg_z,ops_z,current_pr,xwoba,xwoba_percentile,proj_g,proj_pa,proj_ab,proj_h,proj_2b,proj_3b,proj_hr,proj_r,proj_rbi,proj_bb,proj_so,proj_sb,proj_cs,proj_avg,proj_woba,proj_ops,proj_wrc+,proj_war,proj_tb,proj_sbn,proj_avg_diff,proj_ops_diff,proj_r_z,proj_hr_z,proj_tb_z,proj_sbn_z,proj_avg_z,proj_ops_z,proj_pr,blended_ab,blended_g,blended_avg,blended_ops,blended_r,blended_hr,blended_tb,blended_sbn,blended_avg_diff,blended_ops_diff,blended_r_z,blended_hr_z,blended_tb_z,blended_sbn_z,blended_avg_z,blended_ops_z,blended_pr
Rhys Hoskins,1B,"1B,DH",A Drive Into Deep Left Field ,35291,16472,656555,0,21.0,9.0,89.0,1.0,0.26903553,0.81541301,53.0,197.0,231.0,59.0,4.747841669869131,20.333375399354388,0.46427661575677215,1.228115417747368,1.162788080871501,-0.2888404326099811,0.8424686098087035,1.1778618906471958,4.586670182221559,0.339,59.0,83.0,359.0,311.0,70.0,13.0,1.0,16.0,41.0,50.0,40.0,95.0,2.0,1.0,0.22431,0.32833,0.746712,108.626,0.625458,133.0,1.0,-7.3738556,5.589271,0.92675763,1.7183293,1.0996437,-0.47866768,-1.8415725,0.39923975,1.8237302,311.0,83.0,0.24152932644882946,0.7731619066728569,33.3,13.305,116.06,1.0,-2.2395329110218634,13.516026910719885,0.5869036932833479,1.4232405888161468,0.9266109452093814,-0.5577776734524187,-0.4271466419716029,0.7782144163605984,2.887462111809124
Hyeseong Kim,2B,2B,A Drive Into Deep Left Field ,5134614,sa3012639,808975,0,13.0,2.0,29.0,5.0,0.40384615,0.99405594,21.0,52.0,55.0,22.0,8.26338963509236,14.656617744601157,-0.2170930934900762,-0.4569396566031875,-0.5315119535927414,0.9120646025568282,1.4662760180829284,0.849021431419463,2.0218173483732143,0.343,,42.0,183.0,168.0,42.0,8.0,1.0,3.0,23.0,18.0,12.0,34.0,7.0,1.0,0.249849,0.294054,0.662755,87.3771,0.530322,61.0,6.0,0.3072492,-11.085494,-0.026434325,-0.51988035,-0.1715754,0.772071,0.076733395,-0.79183114,-0.66091675,168.0,42.0,0.26396541135137397,0.6931242641985881,22.083333333333332,2.908333333333333,58.06666666666666,5.908333333333333,2.559482427448464,-6.145061810272206,-0.15249415988792708,-0.67457238240454,-0.3452284356566082,0.7754491913214252,0.4881706889366923,-0.35381519449239396,-0.41499945370939806
Jung Hoo Lee,OF,OF,A Drive Into Deep Left Field ,5134621,33824,808982,0,32.0,6.0,99.0,5.0,0.26923077,0.73928246,63.0,234.0,253.0,59.0,5.6852544379156145,6.337785530705209,1.4011599659711886,0.5059489573114158,1.4451714199488745,0.9120646025568282,1.0088054184948319,0.3671321608487055,5.640282525131846,0.329,46.0,93.0,402.0,364.0,102.0,23.0,3.0,7.0,51.0,43.0,31.0,40.0,6.0,3.0,0.281484,0.332588,0.757085,113.876,1.97175,152.0,3.0,12.180847,10.317554,1.4563087,0.16879956,1.4351043,0.021627802,3.0420873,0.73697895,6.860907,364.0,93.0,0.2763172258814662,0.7495782769379153,42.98833333333334,6.578333333333334,129.65166666666667,3.8433333333333337,10.041605748425235,7.234960048192011,1.2255544689868583,0.065950888295677,1.2246868778154896,0.21454322002947537,1.9152378401465306,0.41656843749182143,6.346210391418744
Cedric Mullins,OF,OF,A Drive Into Deep Left Field ,35578,17929,656775,0,25.0,10.0,81.0,6.0,0.2320442,0.77118531,42.0,181.0,207.0,49.0,-2.333200566313136,10.676720042554036,0.8049614703801963,1.468837571226019,0.9368814096096019,1.2122908613485306,-0.41400880108979926,0.6184758510696067,4.627438362544156,0.307,25.0,79.0,343.0,304.0,73.0,14.0,2.0,11.0,45.0,40.0,31.0,68.0,18.0,4.0,0.240933,0.318177,0.720739,107.22,1.83191,124.0,14.0,-2.154491,-2.432331,1.138578,0.85747945,0.9407413,2.773253,-0.53807014,-0.17373967,4.9982414,304.0,79.0,0.2378663646821251,0.7381429815324814,38.1,10.655,109.16499999999999,11.24,-3.302665794925863,2.5660544128205203,0.9033176334220216,0.8885303252315215,0.7753981759645656,2.223664043753183,-0.6299182284458444,0.14774612024772144,4.870314368164892
Dalton Rushing,C,"C,OF",A Drive Into Deep Left Field ,4619839,,,0,5.0,1.0,10.0,0.0,0.23076923,0.64387464,6.0,26.0,27.0,8.0,-0.36830510245382103,-1.7764049276994192,-0.8984628027369245,-0.6976618100818384,-1.0680402978397516,-0.5890666914016834,-0.0653529559797382,-0.10290272154034277,-3.421487279580279,0.352,,27.0,109.0,95.0,22.0,6.0,0.0,4.0,12.0,13.0,11.0,27.0,0.0,0.0,0.234583,0.335461,0.755131,115.562,1.31016,40.0,0.0,-1.276528,2.5071363,-0.60894054,-0.34771037,-0.5423476,-0.72881544,-0.31880465,0.17908427,-2.3675344,95.0,27.0,0.23441138542019518,0.7501244697600067,11.684999999999999,3.8649999999999998,38.65,0.0,-1.3603060907976745,1.9401333856213177,-0.8379478309036158,-0.4815386142928577,-0.7710511965224771,-0.8294028411482781,-0.25945150253345495,0.11170736639740746,-2.4149622786572382
Max Muncy,3B,3B,A Drive Into Deep Left Field ,33303,13301,571970,0,19.0,9.0,79.0,2.0,0.2295082,0.78146977,42.0,183.0,223.0,57.0,-2.823069788040355,12.67675102965407,0.2939341884450601,1.228115417747368,0.8804047417941272,0.011385826181721214,-0.5009323909886969,0.7343326743245111,2.6472404575040906,0.373,84.0,77.0,332.0,277.0,58.0,12.0,1.0,14.0,43.0,44.0,48.0,89.0,1.0,0.0,0.21015,0.329478,0.745018,111.489,1.42189,114.0,1.0,-10.490028,4.5089808,1.0326679,1.3739893,0.7641831,-0.47866768,-2.6198163,0.3220751,0.39443132,277.0,77.0,0.217344799823878,0.7585659112248373,34.080000000000005,12.141666666666666,100.99166666666667,1.3716666666666666,-8.693810390716237,7.995299789096027,0.6383209585558829,1.188506146060129,0.5961505519914998,-0.4568236527921242,-1.6581725126949998,0.4603466388532059,1.2317253845398768
Aaron Judge,OF,"OF,DH",Don't Judge Me I'm Crashing Out,33192,15640,592450,0,55.0,21.0,168.0,1.0,0.38738739,1.24171916,86.0,222.0,266.0,60.0,31.624472568278915,117.55371828810493,3.3600978800558776,4.1167812594911775,3.3936164595827534,-0.2888404326099811,5.326,5.326,21.233655166519828,0.476,100.0,100.0,432.0,351.0,103.0,17.0,1.0,32.0,74.0,80.0,74.0,106.0,6.0,2.0,0.294716,0.43883,1.04251,189.478,5.2794,218.0,4.0,16.390245,110.13325,2.6742764,4.4730487,2.6003885,0.27177554,4.093357,5.326,19.438847,351.0,100.0,0.3358003165433665,1.1308260791106202,65.57666666666665,27.123333333333335,195.83333333333331,2.67,30.56154179402278,140.79454718051883,2.714567708813052,4.211468762011196,2.676102844444055,-0.10416364340033325,5.326,5.326,20.234545057885477
Francisco Lindor,SS,SS,Don't Judge Me I'm Crashing Out,32129,12916,596019,0,41.0,14.0,121.0,9.0,0.28395062,0.85405749,69.0,243.0,278.0,60.0,9.480841620143133,34.47187880265541,2.167700888873893,2.431726185140622,2.066414765919097,2.1129696377236376,1.6823036686812358,1.9968702462428292,12.457985392581314,0.352,74.0,99.0,428.0,379.0,99.0,19.0,1.0,18.0,63.0,56.0,38.0,78.0,15.0,3.0,0.262077,0.348517,0.798002,126.275,3.73757,174.0,12.0,5.3275504,26.250263,2.0917702,2.0626693,1.8235323,2.2729576,1.3305209,1.8750452,11.456495,379.0,99.0,0.2722117792616834,0.8239743795145649,52.80666666666666,16.14666666666667,149.44333333333333,10.61,8.89944391421541,35.729226882772075,1.8727747889024564,1.9966248651757612,1.6587336834191113,2.0525401881047913,1.6973930432829534,2.057187339834242,11.920519034864352
Manny Machado,3B,"3B,DH",Don't Judge Me I'm Crashing Out,31097,11493,592518,0,40.0,7.0,107.0,5.0,0.31506849,0.86817631,69.0,219.0,245.0,59.0,15.359275730869735,34.15927037745487,2.082529675218037,0.7466711107900665,1.6710780912107737,0.9120646025568282,2.7253873596444205,1.978761617276551,10.116492456696676,0.403,94.0,97.0,418.0,380.0,101.0,19.0,1.0,18.0,54.0,61.0,34.0,78.0,8.0,2.0,0.267023,0.34164,0.789863,121.757,2.50449,176.0,6.0,7.2210846,23.2267,1.615174,2.0626693,1.8588439,0.772071,1.8034188,1.6590734,9.77125,380.0,97.0,0.28664157339168994,0.821840929224439,48.28333333333333,13.508333333333333,147.825,5.591666666666667,14.40624706597731,35.01278813896954,1.5745985967023322,1.4642686719339608,1.6232423614619644,0.6894345548844031,2.7477069112762833,2.0159368331173453,9.91222386772939
Adley Rutschman,C,"C,DH",Don't Judge Me I'm Crashing Out,42178,26288,668939,0,24.0,5.0,65.0,0.0,0.21354167,0.64588112,41.0,192.0,218.0,54.0,-6.027483045812833,-12.732822998395726,0.7197902567243403,0.2652268038327649,0.48506806708580397,-0.5890666914016834,-1.0695312976583398,-0.7375807840857873,-0.9260936455029013,0.351,73.0,93.0,373.0,326.0,84.0,16.0,1.0,12.0,47.0,44.0,43.0,59.0,1.0,0.0,0.256946,0.338507,0.768604,121.521,2.55197,138.0,1.0,2.9098287,12.995626,1.2444884,1.0296494,1.1879228,-0.47866768,0.7267107,0.9282724,4.6383758,326.0,93.0,0.2411757584934212,0.7240146745445826,38.64333333333334,9.456666666666667,111.47666666666669,0.6366666666666667,-2.462812121286651,-1.854072359043529,0.9391339335904967,0.6467336714470278,0.8260948428590693,-0.6564681510485809,-0.46973273857116493,-0.10675221707638109,2.6166185421100407
Josh Naylor,1B,"1B,DH",Don't Judge Me I'm Crashing Out,35066,18839,647304,0,30.0,7.0,103.0,7.0,0.2920354,0.8051498,66.0,226.0,250.0,60.0,10.64473314482448,21.007127942305043,1.2308175386594766,0.7466711107900665,1.558124755579824,1.512517120140233,1.8888274205133928,1.216890700595465,8.153848646278458,0.345,65.0,89.0,383.0,343.0,92.0,20.0,0.0,13.0,48.0,57.0,34.0,57.0,7.0,2.0,0.268477,0.340269,0.78292,115.482,1.19581,151.0,5.0,7.0167,18.583708,1.2974434,1.2018194,1.4174484,0.5219233,1.752375,1.3274266,7.5184364,343.0,89.0,0.27829299582656225,0.7921824183801015,40.5,10.5,131.0,5.833333333333333,10.139971431030194,21.43077902162002,1.0615246034913581,0.8572548192482701,1.2542568875614541,0.7550773037442357,1.9339991500621687,1.2339233488234225,7.78319152121547
Seiya Suzuki,OF,"OF,DH",Don't Judge Me I'm Crashing Out,4142424,30116,673548,0,34.0,14.0,123.0,-1.0,0.26457399,0.87826273,59.0,223.0,251.0,56.0,4.379536947415302,37.03245565165497,1.5715023932829006,2.431726185140622,2.122891433734572,-0.8892929501933858,0.7771157212570913,2.1451980978304124,8.159140881052213,0.37,83.0,75.0,326.0,287.0,76.0,14.0,2.0,13.0,44.0,45.0,34.0,83.0,7.0,3.0,0.265676,0.354435,0.815062,129.329,1.42073,133.0,4.0,5.067229,24.774382,1.085623,1.2018194,1.0996437,0.27177554,1.2655072,1.7696236,6.6939926,287.0,75.0,0.26521498769831375,0.8415009641663114,39.81666666666666,13.418333333333333,128.81666666666666,1.9083333333333332,4.731077558462844,32.0862989648549,1.016479563402172,1.4461087007178792,1.20637467153276,-0.31105147946201295,0.9023595420540288,1.8474379036861714,7.3069129728174875
Paul Goldschmidt,1B,1B,Don't Judge Me I'm Crashing Out,31027,9218,502671,0,38.0,6.0,105.0,5.0,0.32727273,0.85901547,72.0,220.0,242.0,59.0,18.114342210006136,32.299863981004904,1.9121872479063249,0.5059489573114158,1.6146014233952988,0.9120646025568282,3.214253077584965,1.8710508269827968,10.03010613573763,0.36,78.0,92.0,396.0,355.0,91.0,18.0,0.0,14.0,50.0,50.0,37.0,95.0,5.0,1.0,0.257444,0.33349,0.761242,115.375,1.28693,151.0,4.0,3.3454676,11.538166,1.4033537,1.3739893,1.4174484,0.27177554,0.8355087,0.82416666,6.1262426,355.0,92.0,0.28560825102259346,0.8006772831263769,45.160000000000004,10.773333333333333,132.44666666666666,4.403333333333333,13.091638212712711,25.19622087027792,1.3687098037093206,0.9124073244230364,1.2859834245942072,0.3666533139391566,2.496971253669048,1.450726788913422,7.70080091520263
Logan O'Hoppe,C,C,Don't Judge Me I'm Crashing Out,42047,24729,681351,0,21.0,14.0,91.0,0.0,0.25405405,0.77907138,47.0,185.0,195.0,53.0,1.6870592402324243,12.371592606754119,0.46427661575677215,2.431726185140622,1.2192647486869757,-0.5890666914016834,0.29935590771768805,0.716655605471729,4.542212371372104,0.335,54.0,82.0,329.0,297.0,73.0,11.0,1.0,16.0,40.0,44.0,25.0,90.0,2.0,1.0,0.244334,0.332656,0.762381,113.033,1.76087,134.0,1.0,-1.0947851,9.991354,0.87380254,1.7183293,1.1172994,-0.47866768,-0.27341554,0.7136786,3.6710265,297.0,82.0,0.2474930144739485,0.7678053851154671,33.825,15.350000000000001,120.025,0.675,-0.3675025812132574,11.316701497724718,0.6215114679860156,1.8358754903371128,1.013566511569888,-0.646055852953573,-0.07009385426245532,0.6515835096624475,3.954161886782894
Chandler Simpson,OF,OF,Don't Judge Me I'm Crashing Out,4679983,sa3020219,802415,0,17.0,0.0,39.0,16.0,0.28455285,0.63245779,35.0,123.0,133.0,34.0,4.8730188137761585,-9.808034323347256,0.12359176113334798,-0.9383839635604891,-0.24912861451536772,4.214553449265554,0.8646803476340056,-0.5681550468004037,3.4471579331566478,0.309,,20.0,88.0,81.0,22.0,3.0,0.0,0.0,11.0,6.0,5.0,11.0,8.0,2.0,0.276753,0.294519,0.65972,91.9953,0.32139,25.0,6.0,2.327362,-5.5906277,-0.66189563,-1.0363903,-0.80718493,0.772071,0.58124346,-0.39933535,-1.5514917,81.0,20.0,0.27848197326124957,0.6536768795891386,12.330000000000002,0.0,28.10333333333333,8.216666666666667,2.4098776850768617,-6.15803581188951,-0.7954297076974814,-1.2614084892945847,-1.0023478858580324,1.4024506200860343,0.4596365410290829,-0.35456220063282,-0.44345772706659725
Kyle Stowers,OF,OF,Don't Judge Me I'm Crashing Out,42796,26151,669065,0,24.0,10.0,100.0,2.0,0.2815534,0.83608624,58.0,206.0,232.0,58.0,7.543429362096652,25.520996711304587,0.7197902567243403,1.468837571226019,1.473409753856612,0.011385826181721214,1.3385245106648416,1.4783678974683434,6.4903158161218775,0.384,87.0,77.0,334.0,299.0,69.0,14.0,2.0,12.0,37.0,42.0,28.0,102.0,2.0,1.0,0.231491,0.312789,0.709753,95.7842,0.506117,123.0,1.0,-4.9422135,-5.677149,0.7149372,1.0296494,0.92308545,-0.47866768,-1.2342857,-0.40551552,0.54920316,299.0,77.0,0.2508484610022685,0.7586018386285522,31.97333333333333,11.226666666666667,114.10666666666665,1.3866666666666667,0.6333011658977626,8.641047842229584,0.49945039593946444,1.003879772029966,0.8837728099531751,-0.4527492752766863,0.12078968120477421,0.49752697650751726,2.8464333854544144
Bryson Stott,2B,2B,Don't Judge Me I'm Crashing Out,42417,26294,681082,0,30.0,4.0,74.0,10.0,0.25365854,0.68256151,52.0,205.0,228.0,53.0,1.7883644729602564,-6.075461272245435,1.2308175386594766,0.02450465035411411,0.7392130722554403,2.41319589651534,0.31733175538004627,-0.3519363686615467,4.37312654450287,0.311,27.0,86.0,370.0,333.0,86.0,15.0,2.0,8.0,46.0,37.0,31.0,64.0,17.0,3.0,0.25777,0.313503,0.70772,98.3149,1.8593,129.0,14.0,3.2467031,-6.999698,1.1915332,0.34096953,1.0290204,2.773253,0.81084293,-0.49998465,5.645634,333.0,86.0,0.25620764637073057,0.6981597624356353,39.92,6.48,108.10000000000001,12.48,2.4899240729953815,-10.503569460995696,1.0232912523912687,0.046109438263291475,0.752041888909348,2.560479251696049,0.474903807535004,-0.604765677945547,5.162081275006184
Ernie Clement,3B,"3B,SS,2B",Don't Judge Me I'm Crashing Out,41287,20352,676391,0,21.0,3.0,69.0,0.0,0.27840909,0.71309809,49.0,176.0,193.0,55.0,5.891473128004909,0.15843230480392556,0.46427661575677215,-0.21621750312453672,0.5980214027167534,-0.5890666914016834,1.0453973660019797,0.009177589574325217,1.3115887795236103,0.302,22.0,38.0,163.0,153.0,39.0,8.0,1.0,3.0,17.0,17.0,7.0,17.0,3.0,1.0,0.255792,0.293098,0.668961,88.3088,0.449148,58.0,2.0,1.189093,-9.146203,-0.344165,-0.51988035,-0.22454286,-0.22851995,0.29696813,-0.6533085,-1.6734486,153.0,38.0,0.2630671584887936,0.683158422830469,18.286666666666665,3.0,61.538333333333334,1.3566666666666667,2.1935245227371953,-7.121169306534405,-0.40276879726150283,-0.6560761154251976,-0.2690920570399897,-0.46089803030756205,0.41837145118891694,-0.41001668998560126,-0.7132615508985429
Jose Ramirez,3B,"3B,DH",GUY CANNON,32801,13510,608070,0,37.0,11.0,119.0,12.0,0.33023256,0.93938049,71.0,215.0,241.0,57.0,18.339016064324177,48.8442554632548,1.8270160342504689,1.7095597247046699,2.009938098103622,3.013648414098745,3.2541197544602496,2.829426298253983,14.643708323871738,0.366,81.0,99.0,427.0,381.0,105.0,23.0,2.0,19.0,59.0,63.0,41.0,51.0,20.0,4.0,0.274447,0.356417,0.836683,132.746,3.62283,189.0,16.0,10.06863,41.126236,1.8799497,2.2348392,2.0883696,3.2735484,2.5145748,2.937629,14.92891,381.0,99.0,0.296854196382966,0.8779331436998365,50.163333333333334,15.786666666666667,160.88333333333333,14.393333333333334,18.335167602142903,56.4760607702512,1.6985273899233126,1.9239849803114342,1.909621874885491,3.0801887392207936,3.497070854684757,3.2517310716367795,14.814354146255372
Vladimir Guerrero Jr.,1B,"1B,DH",GUY CANNON,35002,19611,665489,0,35.0,8.0,96.0,-1.0,0.27927928,0.82111168,62.0,222.0,265.0,60.0,7.624472148278919,24.17885772810495,1.6566736069387566,0.9873932642687173,1.3604564182256624,-0.8892929501933858,1.3529049403753126,1.4006211225618503,5.868756402176913,0.412,96.0,99.0,428.0,375.0,110.0,21.0,0.0,19.0,59.0,63.0,45.0,62.0,2.0,1.0,0.293443,0.379152,0.879348,148.844,2.7249,188.0,1.0,17.03357,56.477955,1.8799497,2.2348392,2.0707138,-0.47866768,4.254023,4.0341954,13.995054,375.0,99.0,0.28718735384885347,0.8536269475125237,48.400000000000006,14.141666666666667,147.36666666666667,0.1166666666666667,14.421358854966561,46.47185041622538,1.5822892133029254,1.592061061973054,1.6131907512269337,-0.7977132382504278,2.7505891863655103,2.6757170718694323,10.405939364417076
Jackson Chourio,OF,OF,GUY CANNON,4917869,28806,694192,0,39.0,10.0,120.0,8.0,0.26022305,0.73181094,70.0,269.0,280.0,62.0,4.112536327689319,5.275906024956001,1.9973584615621809,1.468837571226019,2.0381764320113596,1.8127433789319352,0.7297384798578828,0.30562012078077927,8.352474444370156,0.291,15.0,96.0,415.0,385.0,102.0,21.0,2.0,15.0,56.0,56.0,24.0,87.0,16.0,4.0,0.266438,0.330069,0.761427,109.809,1.96672,172.0,12.0,7.090878,12.584453,1.7210844,1.5461594,1.7882206,2.2729576,1.7709005,0.8989025,9.998226,385.0,96.0,0.263537693922526,0.7476061641407064,48.06666666666666,12.666666666666668,147.73333333333335,10.133333333333333,5.700809352796269,6.893098162508396,1.5603160230155169,1.294439311487272,1.6212320394149589,1.9230655248364315,1.0873167166166562,0.3968850017010711,9.230208695784198
Brent Rooker,DH,DH,GUY CANNON,40926,19627,667670,0,37.0,13.0,118.0,1.0,0.26720648,0.81229162,66.0,247.0,272.0,62.0,5.501102276688708,24.723147246855504,1.8270160342504689,2.191004031661971,1.981699764195885,-0.2888404326099811,0.9761290097075151,1.4321504613471527,8.119158868553011,0.385,89.0,89.0,385.0,342.0,87.0,16.0,1.0,23.0,53.0,58.0,35.0,110.0,4.0,1.0,0.254847,0.36148,0.83915,135.328,2.06621,174.0,3.0,2.334782,37.760193,1.562219,2.923519,1.8235323,0.021627802,0.5830965,2.697194,9.611189,342.0,89.0,0.2604499588593079,0.8269742073749043,45.74666666666667,18.466666666666665,148.61333333333332,2.0933333333333333,4.008090189304915,33.26709045253175,1.4073826186151583,2.464748567634753,1.640531131066218,-0.26080082343827893,0.764463990082532,1.9154245216838903,8.934801946151257
CJ Abrams,SS,SS,GUY CANNON,42402,25768,682928,0,35.0,8.0,90.0,9.0,0.27272727,0.82578103,51.0,187.0,210.0,48.0,5.197189858505216,21.240044103854174,1.6566736069387566,0.9873932642687173,1.1910264147792382,2.1129696377236376,0.922202048731644,1.2303829548334533,8.100647927275446,0.367,81.0,91.0,392.0,356.0,89.0,18.0,3.0,12.0,53.0,43.0,23.0,78.0,23.0,6.0,0.250745,0.31944,0.730139,103.315,2.11394,149.0,17.0,0.9700488,0.49801588,1.562219,1.0296494,1.3821368,3.5236962,0.24226327,0.035573702,7.7755384,356.0,91.0,0.25843879349578097,0.7636137216183166,46.7,10.600000000000001,128.35,14.200000000000001,3.456189187287781,12.072568243465598,1.470225942837145,0.8774325650439165,1.1961403047480006,3.0276745401329275,0.6591997813932227,0.6951041686747929,7.889326763483784
Will Smith,C,C,GUY CANNON,38309,19197,669257,0,25.0,5.0,77.0,-1.0,0.32278481,0.92033146,51.0,158.0,194.0,49.0,12.300299863549855,32.88510146090352,0.8049614703801963,0.2652268038327649,0.8239280739786524,-0.8892929501933858,2.1825952183786,1.904952179365878,5.092370795742706,0.399,93.0,79.0,312.0,270.0,70.0,14.0,1.0,12.0,41.0,43.0,33.0,57.0,2.0,1.0,0.259703,0.349447,0.798339,125.082,2.6062,122.0,1.0,3.1543744,18.791706,0.92675763,1.0296494,0.90542966,-0.47866768,0.7877844,1.3422837,4.513237,270.0,79.0,0.28009945888364896,0.8377832350161653,35.82666666666667,9.736666666666668,107.45,0.35333333333333344,8.469646734970706,29.181929925665504,0.7534604756618999,0.7032313596748374,0.7377868780305763,-0.7334286152290744,1.6154177255996445,1.6802125887575714,4.700490260293072
Riley Greene,OF,"OF,DH",GUY CANNON,42179,25976,682985,0,31.0,13.0,116.0,0.0,0.27586207,0.83067729,64.0,232.0,251.0,60.0,7.175124119642833,27.487216983605173,1.3159887523153326,2.191004031661971,1.9252230963804102,-0.5890666914016834,1.2731715298431623,1.5922661500641393,7.708586868863332,0.345,65.0,92.0,398.0,353.0,95.0,17.0,3.0,15.0,53.0,50.0,39.0,102.0,3.0,1.0,0.26824,0.351262,0.806187,129.068,2.3082,163.0,2.0,7.1376114,27.338747,1.562219,1.5461594,1.6293182,-0.22851995,1.7825718,1.952795,8.244543,353.0,92.0,0.27142856872915,0.8164320895549442,43.79666666666667,14.163333333333334,143.33833333333334,1.1633333333333333,8.012454654886533,30.615716999447933,1.278839455433822,1.596432906895444,1.5248462350884953,-0.5134122293954283,1.5282173719978482,1.7627659735783727,8.020334729092781
Bo Bichette,SS,SS,GUY CANNON,38904,19612,666182,0,26.0,7.0,108.0,2.0,0.27559055,0.74754117,70.0,254.0,273.0,60.0,7.78655774064344,8.977188941705656,0.8901326840360524,0.7466711107900665,1.6993164251185109,0.011385826181721214,1.3816658033451013,0.5200262392199901,5.249198088691442,0.372,84.0,94.0,405.0,378.0,105.0,21.0,1.0,10.0,49.0,46.0,22.0,73.0,7.0,2.0,0.278594,0.324261,0.740768,110.23,2.05969,158.0,5.0,11.556913,4.5465536,1.3503985,0.68530947,1.5410392,0.5219233,2.8862638,0.32475892,7.3096933,378.0,94.0,0.27722742328843497,0.7438498007346472,38.535,8.635,135.25,3.635,10.771875973968102,5.347863737517898,0.9319926467470886,0.4809398601594677,1.347462727922653,0.15795464342617116,2.054522453039382,0.30791479513611264,6.37216799873992
Yandy Diaz,1B,"1B,DH",GUY CANNON,33481,16578,650490,0,23.0,8.0,91.0,3.0,0.24229075,0.68949894,55.0,227.0,246.0,56.0,-0.6002018160391281,-5.15266538414494,0.6346190430684843,0.9873932642687173,1.2192647486869757,0.3116120849734235,-0.10650127462592546,-0.2984810968194688,2.747906769552207,0.349,69.0,94.0,405.0,360.0,101.0,19.0,0.0,11.0,47.0,46.0,39.0,58.0,1.0,1.0,0.281277,0.34625,0.783171,128.386,1.66228,153.0,0.0,11.972469,19.595125,1.2444884,0.85747945,1.4527601,-0.72881544,2.9900463,1.3996717,7.2156305,360.0,94.0,0.26529263803340913,0.7447654542769151,37.160000000000004,9.770000000000001,127.58000000000001,1.23,5.962406807207939,5.422838834757284,0.8413532368115315,0.7099572749400528,1.1792535995531486,-0.4953038848823709,1.137211260988089,0.31223164815254545,5.383863788989917
Wyatt Langford,OF,"OF,DH",GUY CANNON,4719324,33333,694671,0,25.0,11.0,84.0,9.0,0.23157895,0.75546932,44.0,190.0,217.0,51.0,-2.537613564085613,8.221568574504234,0.8049614703801963,1.7095597247046699,1.021596411332814,2.1129696377236376,-0.45028034214667595,0.4762550297260832,5.675061931720726,0.363,80.0,95.0,410.0,364.0,97.0,19.0,3.0,16.0,57.0,53.0,40.0,81.0,14.0,3.0,0.265566,0.349866,0.803604,126.919,2.6307,170.0,11.0,6.386689,27.250463,1.7740394,1.7183293,1.7529091,2.0228097,1.5950339,1.946489,10.80961,364.0,95.0,0.2532740114280675,0.7861952950531093,45.42666666666666,14.191666666666666,138.89666666666668,10.276666666666667,1.6538756873881142,20.563554642122597,1.3862883559392465,1.6021499348708768,1.4274369940835563,1.961998465539505,0.31544410114695276,1.1839910337427977,8.952615349459919
Byron Buxton,OF,OF,GUY CANNON,32655,14161,621439,0,37.0,10.0,91.0,10.0,0.27374302,0.82470642,49.0,179.0,196.0,45.0,5.156669435414081,20.139023925453998,1.8270160342504689,1.468837571226019,1.2192647486869757,2.41319589651534,0.9150120059955748,1.1666035928976912,9.00992984957207,0.318,35.0,79.0,339.0,308.0,75.0,17.0,2.0,17.0,50.0,47.0,23.0,96.0,8.0,2.0,0.244329,0.340183,0.787933,120.763,1.94698,147.0,6.0,-1.1368701,18.231411,1.4033537,1.8904994,1.3468251,0.772071,-0.283926,1.3022622,6.4310856,308.0,79.0,0.25393758355640716,0.7999456451342143,45.75333333333333,14.713333333333335,128.70666666666668,7.306666666666667,1.6038134894724085,21.635038676007163,1.4078220824209062,1.7074105087714986,1.2039622850763527,1.155271717482802,0.3058957262942455,1.2456840392078752,7.273508045802429
Yainer Diaz,C,"C,DH",GUY CANNON,4781491,23003,673237,0,20.0,7.0,74.0,-1.0,0.22613065,0.63501719,45.0,199.0,209.0,53.0,-3.742028011858092,-15.358962573545563,0.3791054021009161,0.7466711107900665,0.7392130722554403,-0.8892929501933858,-0.6639945803210014,-0.8897065214184892,-0.5780044667864536,0.352,74.0,90.0,363.0,342.0,95.0,17.0,1.0,13.0,43.0,50.0,16.0,66.0,1.0,0.0,0.27616,0.329519,0.759729,114.125,1.90922,153.0,1.0,9.623832,10.598215,1.0326679,1.2018194,1.4527601,-0.47866768,2.4034894,0.75702643,6.369096,342.0,90.0,0.2587331108935191,0.7162877375991836,34.98833333333333,10.91,125.48166666666667,0.3033333333333333,3.420928185005144,-4.587682210764742,0.6981979020890687,0.9399835770104197,1.133235500331678,-0.7470098736138675,0.6524744420854341,-0.2641457032958829,3.949189208572864
